WeatherKey,WeatherDate,AverageHumidity,AveragePressure,AverageTemperature,AverageWindSpeed,TemperatureRangeName,HumidityLevelName,PressureLevelName,WindLevelName,WeatherComfortLevel,OverallWeatherDescription,ComfortLevel,CreateTimeStamp,SourceSystemCode,SourceFolder
254,2015-03-11,86.166666666666671,1035.3333333333333,275.41864583333358,3.2083333333333335,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
255,2015-03-12,87.791666666666671,1044.9166666666667,274.28749999999815,2.375,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
256,2015-03-13,79.875,1037.9583333333333,276.97187500000109,3.125,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
257,2015-03-14,76.708333333333329,1031.0833333333333,278.81756250000234,3.5416666666666665,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
258,2015-03-15,78.541666666666671,1034.7916666666667,278.23362499999848,2.375,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
259,2015-03-16,57.416666666666664,1026.9166666666667,283.81612499999903,4.875,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
260,2015-03-17,77.375,1033.9166666666667,277.98997916666809,6.875,Cold,Medium,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
261,2015-03-18,79.958333333333329,1040.3333333333333,275.33687499999917,1.6666666666666667,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
262,2015-03-19,73.708333333333329,1037.5416666666667,276.81027083333373,2.5,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
263,2015-03-20,75.166666666666671,1032.2916666666667,277.72914583333272,2.375,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
264,2015-03-21,75.875,1031.7916666666667,278.26493750000128,4.875,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
265,2015-03-22,98.875,1039.125,273.11479166666646,3.9166666666666665,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
266,2015-03-23,99.875,1039.4166666666667,272.52277083333229,4.666666666666667,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
267,2015-03-24,99.875,1038.9583333333333,271.61972916666531,4.625,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
268,2015-03-25,92.208333333333329,1024.9583333333333,276.01941666666619,6.833333333333333,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
269,2015-03-26,94.25,1029.125,275.05999999999989,4.333333333333333,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
270,2015-03-27,98.083333333333329,1033.7083333333333,271.76258333333277,6,Cold,High,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
271,2015-03-28,100,1039.3333333333333,270.55183333333605,3.4583333333333335,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
272,2015-03-29,95.916666666666671,1033.625,273.26012499999837,6.875,Cold,High,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
273,2015-03-30,81.75,1028.9166666666667,277.91908333333532,5.125,Cold,High,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
274,2015-03-31,75.083333333333329,1024.0833333333333,280.12060416666696,4.166666666666667,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
275,2015-04-01,70.208333333333329,1027.9166666666667,280.88420833333134,3.2916666666666665,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
276,2015-04-02,65.375,1021.2083333333334,284.24710416666602,5.666666666666667,Cool,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
277,2015-04-03,78,1026.2083333333333,279.23997916666588,3.25,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
278,2015-04-04,86.583333333333329,1036,276.26974999999948,3.875,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
279,2015-04-05,61.541666666666664,1032.0833333333333,281.25102083333348,4.333333333333333,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
280,2015-04-06,58.791666666666664,1029.375,281.89608333333337,2.9583333333333335,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
281,2015-04-07,83,1030.6666666666667,278.937729166667,4.333333333333333,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
282,2015-04-08,89.666666666666671,1027.6666666666667,278.76993749999991,3.6666666666666665,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
283,2015-04-09,80.875,1020.7083333333334,282.93835416666485,4.75,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
284,2015-04-10,77.375,1019.4166666666666,281.42958333333206,7.5,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
285,2015-04-11,73.666666666666671,1034.9166666666667,279.75133333333497,3.0416666666666665,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
286,2015-04-12,60.666666666666664,1033.375,282.49285416666828,4,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
287,2015-04-13,56.833333333333336,1027.5833333333333,285.44343750000047,5.25,Cool,Medium,High Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
288,2015-04-14,62.541666666666664,1036.7083333333333,281.40816666666757,1.8333333333333333,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
289,2015-04-15,65.333333333333329,1037.25,280.62858333333099,3.0416666666666665,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
290,2015-04-16,72.291666666666671,1033.375,281.05825000000021,3.2916666666666665,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
291,2015-04-17,75.125,1031.625,282.1590208333327,1.5416666666666667,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
292,2015-04-18,67.625,1030.25,283.27504166666762,2.1666666666666665,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
293,2015-04-19,67.541666666666671,1023.75,283.05683333333326,3.9166666666666665,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
294,2015-04-20,85.125,1007.8333333333334,281.00520833333331,4.625,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
295,2015-04-21,74.25,1016.5833333333334,279.46320833333351,6.625,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
296,2015-04-22,81.041666666666671,1021.2916666666666,277.59841666666773,6.666666666666667,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
297,2015-04-23,80.333333333333329,1028.1666666666667,277.56395833333193,3.4583333333333335,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
298,2015-04-24,72.583333333333329,1031.25,279.08487499999933,0.95833333333333337,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
299,2015-04-25,79.458333333333329,1024.25,279.37189583333372,4.458333333333333,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
300,2015-04-26,85.833333333333329,1027.2083333333333,278.063999999999,4.458333333333333,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
301,2015-04-27,82.791666666666671,1031.6666666666667,278.21687499999956,5.125,Cold,High,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
302,2015-04-28,88.666666666666671,1033.3333333333333,277.53335416666687,2.0416666666666665,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
303,2015-04-29,85.916666666666671,1028,278.05076041666359,1.7083333333333333,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
304,2015-04-30,82.416666666666671,1027.4166666666667,278.74514583333348,5.25,Cold,High,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
305,2015-05-01,83.25,1033.25,279.3202916666674,2.0416666666666665,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
306,2015-05-02,67,1031.0833333333333,283.0125625000004,1.4166666666666667,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
307,2015-05-03,53.333333333333336,1027.4583333333333,287.18060416666822,3.4166666666666665,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
308,2015-05-04,63.583333333333336,1028.5833333333333,287.83268749999877,3.375,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
309,2015-05-05,82.791666666666671,1034.25,283.49827083333554,2.4583333333333335,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
310,2015-05-06,84.916666666666671,1034.0833333333333,283.24531249999757,1.375,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
311,2015-05-07,61.541666666666664,1030.0416666666667,288.31602083333121,3.2916666666666665,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
312,2015-05-08,58,1026.75,289.9607708333329,3.1666666666666665,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
313,2015-05-09,86.916666666666671,1029.4166666666667,284.74493749999704,2.2916666666666665,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
314,2015-05-10,94.25,1029.8333333333333,280.34895833333258,3.0833333333333335,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
315,2015-05-11,86.25,1024.0833333333333,283.82143749999886,3.0416666666666665,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
316,2015-05-12,76.25,1028.625,282.16889583333369,5.958333333333333,Cold,Medium,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
317,2015-05-13,81.208333333333329,1042.0416666666667,279.83422916666552,3.4583333333333335,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
318,2015-05-14,80.333333333333329,1041,280.8879791666655,3.5,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
319,2015-05-15,74.458333333333329,1029.1666666666667,286.50889583333378,3.7083333333333335,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
320,2015-05-16,82.083333333333329,1028.625,286.84193750000151,1.7916666666666667,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
321,2015-05-17,75.083333333333329,1027.625,289.05643750000087,4.583333333333333,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
322,2015-05-18,59.833333333333336,1028.0416666666667,290.49262500000094,5.041666666666667,Cool,Medium,High Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
323,2015-05-19,74.875,1034.625,282.68022916666575,4.291666666666667,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
324,2015-05-20,84.541666666666671,1036.4583333333333,279.78791666666734,2.7916666666666665,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
325,2015-05-21,73.833333333333329,1032.875,282.48020833333419,2.4166666666666665,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
326,2015-05-22,70.416666666666671,1035.7916666666667,283.61660416666689,2.5,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
327,2015-05-23,67.208333333333329,1041.25,284.28941666666697,2.2083333333333335,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
328,2015-05-24,59,1034.75,288.37835416666576,2.9583333333333335,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
329,2015-05-25,67.375,1025.7083333333333,290.77404166666753,6.125,Cool,Medium,High Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
330,2015-05-26,63.291666666666664,1025.5416666666667,291.10270833333391,5.416666666666667,Cool,Medium,High Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
331,2015-05-27,69.583333333333329,1026.125,289.80250000000325,4.958333333333333,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
332,2015-05-28,70.5,1034.3333333333333,288.85993749999841,1.5,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
333,2015-05-29,68.791666666666671,1030.4583333333333,290.61527083333175,3.0416666666666665,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
334,2015-05-30,80.625,1027.7083333333333,289.40818749999812,4.375,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
335,2015-05-31,100,1033.625,282.11664583333294,8.7916666666666661,Cold,High,High Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
336,2015-06-01,97.958333333333329,1036.7083333333333,282.90768750000052,4.041666666666667,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
337,2015-06-02,90.541666666666671,1035.4166666666667,284.25589583333209,1.75,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
338,2015-06-03,78,1031.5833333333333,285.51714583333489,1.9583333333333333,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
339,2015-06-04,72.625,1029.0833333333333,288.48574999999931,2.5,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
340,2015-06-05,79.208333333333329,1030.7083333333333,287.67570833333281,3.5416666666666665,Cool,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
341,2015-06-06,83.666666666666671,1033.5833333333333,285.63197916666468,3.75,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
342,2015-06-07,73.083333333333329,1024.2916666666667,289.25408333333615,4.333333333333333,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
343,2015-06-08,77.958333333333329,1018.9583333333334,289.93264583333587,3.0833333333333335,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
344,2015-06-09,70.666666666666671,1021.1666666666666,289.70943750000282,2,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
345,2015-06-10,56.708333333333336,1018.6666666666666,293.99935416666654,4.583333333333333,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
346,2015-06-11,73.083333333333329,1022.7083333333334,289.55597916666824,2,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
347,2015-06-12,82.458333333333329,1016.6666666666666,289.55659649637477,3.5,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
348,2015-06-13,96.125,1022.75,285.97913451670996,1.0416666666666667,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
349,2015-06-14,84.375,1020.7916666666666,290.12708314295844,2.4166666666666665,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
350,2015-06-15,87.375,1023.9166666666666,290.00878863654322,1.75,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
351,2015-06-16,91.25,1030.75,287.45802083333257,2.2916666666666665,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
352,2015-06-17,83.083333333333329,1030.9166666666667,286.56618749999774,1.7916666666666667,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
353,2015-06-18,81.25,1026.9166666666667,289.94806249999954,2.2916666666666665,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
354,2015-06-19,86.25,1029.0833333333333,287.04582215683257,4.166666666666667,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
355,2015-06-20,86.958333333333329,1023.4166666666666,287.86320452045982,2.4166666666666665,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
356,2015-06-21,85.75,1023.4166666666666,290.2608235945824,0.875,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
357,2015-06-22,72.666666666666671,1020.5416666666666,292.99445286512417,3.375,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
358,2015-06-23,83.125,1025.375,291.95471441566724,3.3333333333333335,Cool,High,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
359,2015-06-24,75.875,1019.625,291.8004532803356,0.91666666666666663,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
360,2015-06-25,84.333333333333329,1015.4583333333334,292.66861860079035,3.9166666666666665,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
361,2015-06-26,85.5,1015.875,291.23827485179254,3.5833333333333335,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
362,2015-06-27,70.75,1014.9583333333334,291.47666666666652,4.375,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
363,2015-06-28,56.458333333333336,1013.4166666666666,292.13770327191804,2.7916666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
364,2015-06-29,79.708333333333329,1009.2916666666666,292.82926421720998,2.9166666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
365,2015-06-30,77.083333333333329,1009.0833333333334,293.16464350416624,3,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
366,2015-07-01,76.041666666666671,1015.1666666666666,289.40085700854235,3.625,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
367,2015-07-02,74.166666666666671,1015.7083333333334,288.82166666666711,4.5,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
368,2015-07-03,63.958333333333336,1014.875,291.27124999999762,2.8333333333333335,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
369,2015-07-04,59.125,1014.875,293.38666666666495,1.8333333333333333,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
370,2015-07-05,59.541666666666664,1017.625,295.34500000000054,2.1666666666666665,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
371,2015-07-06,66.041666666666671,1015.0416666666666,296.40500000000026,3.7916666666666665,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
372,2015-07-07,70.75,1013.75,292.85000000000133,6.25,Cool,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
373,2015-07-08,66.625,1018.6666666666666,288.57958333333301,3.5416666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
374,2015-07-09,74.583333333333329,1014.875,290.98458333333502,3.4166666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
375,2015-07-10,65.875,1018.7916666666666,293.16208333333276,1.9583333333333333,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
376,2015-07-11,59.791666666666664,1019.9583333333334,293.73458333333247,1.9166666666666667,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
377,2015-07-12,74.958333333333329,1016.0416666666666,295.78387150779389,2.75,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
378,2015-07-13,71.291666666666671,1008.625,297.25583333333253,4.375,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
379,2015-07-14,66.208333333333329,1003.125,297.3149999999988,4.791666666666667,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
380,2015-07-15,60,1014.375,292.22375000000102,4.708333333333333,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
381,2015-07-16,67.666666666666671,1015.9166666666666,291.9374999999992,3.2083333333333335,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
382,2015-07-17,76.083333333333329,1008.6666666666666,298.60749999999888,3.5416666666666665,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
383,2015-07-18,69.708333333333329,1010.4166666666666,299.2166666666696,3.7083333333333335,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
384,2015-07-19,69.916666666666671,1011.75,299.06333333333185,3.4583333333333335,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
385,2015-07-20,64.083333333333329,1010.6666666666666,296.14833333333718,3.2083333333333335,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
386,2015-07-21,55.375,1010.375,296.38625000000206,3.5416666666666665,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
387,2015-07-22,53,1014.4583333333334,295.08083333333241,2.3333333333333335,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
388,2015-07-23,53.166666666666664,1015.7916666666666,295.90916666666686,2,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
389,2015-07-24,56.5,1016.125,296.62791666666516,3.0416666666666665,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
